SurveyNumber	SubjectId	ChoiceSet	Route	Origin	OriginCityCode	OriginCityName	Destination	DestinationCityCode	DestinationCityName	DepartureDate	DepartureDay	DepartureTime	ReturnDate	ReturnDay	ReturnTime	Duration	FirstSearchDate	SearchDate	SearchDay	DaysFromDeparture	SideStepReturnCustomer	RouteGroup	OriginGMT	DestinationGMT	TimeZoneChanges	Direction	FlyingTime	LocalFlyingTime	Distance	BadOD	q01_OwnFlight	q02_TripPurpose	q03_WhoPays	q04_Reimbursed	q05_MostAttractive	q06_LeastAttractive	q07_CancelTrip	q08_OtherMode	q09_RoundTrips	q10_RoundTripsForOD	q11_DepartureOrArrivalIsImportant	q12_IdealDepTime	q13_IdealArrTime	q14_PartySize	q15_Age	q16_Income	q17_Gender	q18_ZipCode	q19_Occupation	q20_Education	AirlineFirstFlight_1	AirlineFirstFlight_2	AirlineFirstFlight_3	AirlineSecondFlight_1	AirlineSecondFlight_2	AirlineSecondFlight_3	AirplaneFirstFlight_1	AirplaneFirstFlight_2	AirplaneFirstFlight_3	AirplaneSecondFlight_1	AirplaneSecondFlight_2	AirplaneSecondFlight_3	DepartureTimeHours_1	DepartureTimeHours_2	DepartureTimeHours_3	DepartureTimeMins_1	DepartureTimeMins_2	DepartureTimeMins_3	StopTime_1	StopTime_2	StopTime_3	ArrivalTimeHours_1	ArrivalTimeHours_2	ArrivalTimeHours_3	ArrivalTimeMins_1	ArrivalTimeMins_2	ArrivalTimeMins_3	FlyingTimeHours_1	FlyingTimeHours_2	FlyingTimeHours_3	FlyingTimeMins_1	FlyingTimeMins_2	FlyingTimeMins_3	TripTimeHours_1	TripTimeHours_2	TripTimeHours_3	TripTimeMins_1	TripTimeMins_2	TripTimeMins_3	Legroom_1	Legroom_2	Legroom_3	OneWayFare_1	OneWayFare_2	OneWayFare_3	Fare_1	Fare_2	Fare_3	BestAlternative_1	BestAlternative_2	BestAlternative_3	WorstAlternative_1	WorstAlternative_2	WorstAlternative_3	TripPurpose	WhoIsPaying	Reimbursed
12201	474	224	70	6	7	6	2	2	2	16380	4	1	16387	4	1	8	16344	16344	3	36	0	2	300	480	3	0	281	101	1989	0	1	1	1	2	1	3	1	1	0	-1	2	-1	600	1	3.5	2	1	366	2	3	3	2	11	-1	-1	9	4	5	1	-1	8	7	10.5	9	15	630	540	900	0	2	3	12.1833	12.1833	18.6833	731	731	1121	4.68333	5.18333	5.18333	281	311	311	4.68333	6.18333	6.68333	281	371	401	4	3	2	181	181	181	625	625	655	1	0	0	0	0	1	1	1	2
12213	475	167	80	2	2	2	9	9	8	16365	3	1	16372	3	1	8	16344	16344	3	21	0	2	480	300	-3	2	259	439	1940	0	1	4	1	2	1	2	1	3	21	-1	2	-1	720	1	3.5	9	1	367	1	8	5	2	4	-1	-1	5	6	6	4	-1	1	8	7	8	7	420	480	420	0	4	4	14.3167	17.8167	16.8167	859	1069	1009	4.31667	4.81667	4.81667	259	289	289	4.31667	6.81667	6.81667	259	409	409	2	2	3	222	222	222	600	600	800	1	0	0	0	1	0	4	1	2
12237	476	120	70	6	7	6	2	2	2	16347	6	1	16361	6	1	15	16344	16363	1	-16	1	2	300	480	3	0	281	101	1989	0	1	1	2	0	1	3	2	99	21	-1	2	-1	960	2	3.5	13	1	368	1	8	5	7	1	-1	-1	5	7	8	4	-1	1	6	13.5	16.5	10.5	810	990	630	0	1	2	15.1833	19.1833	13.6833	911	1151	821	4.68333	5.18333	5.18333	281	311	311	4.68333	5.68333	6.18333	281	341	371	3	3	1	181	181	181	310	400	365	1	0	0	0	0	1	1	2	0
12246	477	236	90	6	7	6	16	16	13	16429	4	1	16439	0	1	11	16344	16344	3	85	0	2	300	480	3	0	296	116	2088	0	1	2	1	2	3	2	2	99	2	-1	2	-1	1320	2	3.5	4	1	369	2	6	3	2	10	-1	-1	8	2	7	4	-1	6	4	7.5	18	10.5	450	1080	630	0	4	2	9.43333	22.4333	13.9333	566	1346	836	4.93333	5.43333	5.43333	296	326	326	4.93333	7.43333	6.43333	296	446	386	3	4	3	209	209	209	330	380	285	0	0	1	0	1	0	2	1	2
12348	478	133	23	9	9	8	12	12	10	16348	0	1	16352	4	1	5	16344	16344	3	4	0	1	300	360	1	0	134	74	715	0	1	2	1	2	1	3	2	99	3	-1	1	630	-1	1	5	6	2	370	2	6	1	2	7	-1	-1	11	3	3	7	-1	8	7	9	12	12	540	720	720	0	4	4	10.2333	15.7333	15.7333	614	944	944	2.23333	2.73333	2.73333	134	164	164	2.23333	4.73333	4.73333	134	284	284	1	4	1	151	151	151	195	220	220	1	0	0	0	0	1	2	1	2
12360	479	103	88	0	0	0	16	16	13	16429	4	1	16453	0	1	25	16344	16344	3	85	0	2	300	480	3	0	381	201	2696	0	1	2	1	2	1	2	1	99	4	-1	1	585	-1	1	3.5	6	2	371	2	7	2	5	3	-1	-1	7	5	6	1	-1	3	4	8	7	9	480	420	540	0	2	3	11.35	11.85	14.35	681	711	861	6.35	6.85	6.85	381	411	411	6.35	7.85	8.35	381	471	501	2	4	3	307	307	307	525	645	525	1	0	0	0	1	0	2	1	2
12381	480	26	3	6	7	6	5	5	5	16465	5	0	16467	0	1	3	16344	16344	3	121	0	1	300	480	3	0	258	78	1760	0	1	2	1	2	3	2	1	4	20	-1	1	420	-1	1	3.5	13	1	372	1	7	6	9	7	-1	-1	5	6	3	3	-1	3	8	15	12	9	900	720	540	0	2	2	16.3	14.8	11.8	978	888	708	4.3	4.8	4.8	258	288	288	4.3	5.8	5.8	258	348	348	4	3	3	125	125	125	160	225	170	0	0	1	0	1	0	2	1	2
12397	481	97	96	9	9	8	21	21	16	16367	5	36	16369	0	29	3	16344	16344	3	23	0	2	300	480	3	0	263	83	1885	0	1	2	1	2	1	3	1	4	12	-1	1	480	-1	1	3.5	9	2	123	2	8	7	2	5	-1	-1	7	6	1	5	-1	8	8	9	18	18	540	1080	1080	0	1	4	10.3833	20.3833	21.8833	623	1223	1313	4.38333	4.88333	4.88333	263	293	293	4.38333	5.38333	6.88333	263	323	413	1	3	3	224	224	224	495	430	520	1	0	0	0	0	1	2	1	2
12417	482	86	101	28	18	14	2	2	2	16399	2	1	16403	6	1	5	16344	16344	3	55	0	2	300	480	3	0	321	141	2304	0	1	2	1	2	3	1	2	99	6	-1	1	1110	-1	2	3.5	10	2	373	2	7	1	7	5	-1	-1	2	3	5	6	-1	3	2	7.5	13.5	18	450	810	1080	0	1	2	9.85	16.85	21.85	591	1011	1311	5.35	5.85	5.85	321	351	351	5.35	6.35	6.85	321	381	411	1	4	4	216	216	216	620	715	585	0	0	1	1	0	0	2	1	2
12421	483	65	25	9	9	8	3	3	3	16392	2	11	16395	5	9	4	16344	16344	3	48	0	1	300	480	3	0	308	128	2175	0	1	1	2	0	2	1	1	4	8	-1	1	1065	-1	1	5	8	2	307	2	8	5	2	2	-1	-1	3	3	5	5	-1	4	3	12	16.5	7.5	720	990	450	0	2	1	14.1333	20.1333	10.6333	848	1208	638	5.13333	5.63333	5.63333	308	338	338	5.13333	6.63333	6.13333	308	398	368	4	4	1	236	236	236	570	475	520	0	1	0	1	0	0	1	2	0
12435	484	121	34	16	16	13	0	0	0	16365	3	1	16372	3	1	8	16344	16344	3	21	0	1	480	300	-3	2	332	512	2696	0	1	2	1	2	2	1	2	99	1	-1	1	480	-1	1	3.5	4	1	152	2	3	6	2	7	-1	-1	1	2	8	5	-1	5	4	6	8	6	360	480	360	0	1	2	14.5333	17.5333	16.0333	872	1052	962	5.53333	6.03333	6.03333	332	362	362	5.53333	6.53333	7.03333	332	392	422	4	1	3	304	304	304	915	650	760	0	1	0	1	0	0	2	1	2
12440	485	226	76	21	21	16	0	0	0	16362	0	3	16367	5	0	6	16344	16344	3	18	0	2	480	300	-3	2	336	516	2581	0	1	1	1	1	1	3	2	99	21	-1	1	300	-1	1	5	10	1	374	2	9	6	7	5	-1	-1	6	4	5	4	-1	2	2	12	8	8	720	480	480	0	2	1	20.6	18.1	17.6	1236	1086	1056	5.6	6.1	6.1	336	366	366	5.6	7.1	6.6	336	426	396	3	2	3	238	238	238	510	570	655	1	0	0	0	0	1	1	1	1
12461	486	241	82	25	26	20	2	2	2	16395	5	1	16402	5	1	8	16344	16376	0	19	1	2	300	480	3	0	348	168	2456	0	1	2	1	2	1	3	1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	9	-1	-1	6	8	7	-1	-1	5	1	8	5	-1	7	2	12	13.5	12	720	810	720	0	4	3	14.8	18.8	16.8	888	1128	1008	5.8	6.3	6.3	348	378	378	5.8	8.3	7.8	348	498	468	3	4	2	228	228	228	755	790	825	1	0	0	0	0	1	2	1	2
12475	487	237	1	2	2	2	3	3	3	16380	4	1	16389	6	1	10	16344	16344	3	36	0	1	480	480	0	1	152	152	955	0	1	2	1	2	2	1	2	99	12	-1	1	600	-1	2	3.5	13	1	13	99	8	7	5	4	-1	-1	6	5	1	6	-1	5	5	12	13.5	13.5	720	810	810	0	4	2	14.5333	18.5333	17.5333	872	1112	1052	2.53333	3.03333	3.03333	152	182	182	2.53333	5.03333	4.03333	152	302	242	3	4	3	116	116	116	210	160	185	0	1	0	1	0	0	2	1	2
12487	488	143	25	9	9	8	3	3	3	16398	1	1	16402	5	1	5	16344	16344	3	54	0	1	300	480	3	0	308	128	2175	0	1	2	1	2	2	3	1	4	1	-1	2	-1	600	1	2	1	1	375	99	3	3	6	5	-1	-1	1	3	8	2	-1	2	5	12	12	7.5	720	720	450	0	4	2	14.1333	16.6333	11.1333	848	998	668	5.13333	5.63333	5.63333	308	338	338	5.13333	7.63333	6.63333	308	458	398	1	3	2	236	236	236	620	590	710	0	1	0	0	0	1	2	1	2
12506	489	213	75	2	2	2	6	7	6	16416	5	1	16437	5	1	22	16344	16344	3	72	0	2	480	300	-3	2	263	443	1989	0	1	2	1	2	1	3	1	4	5	-1	1	600	-1	4	3.5	6	1	376	1	6	10	1	5	-1	-1	3	4	4	3	-1	3	6	7	12	9	420	720	540	0	1	1	14.3833	20.3833	17.3833	863	1223	1043	4.38333	4.88333	4.88333	263	293	293	4.38333	5.38333	5.38333	263	323	323	2	1	4	181	181	181	420	420	435	1	0	0	0	0	1	2	1	2
12507	490	246	105	6	7	6	3	3	3	16376	0	1	16405	1	1	30	16344	16344	3	32	0	2	300	480	3	0	286	106	1931	0	1	2	1	2	3	1	1	4	4	-1	1	435	-1	2	3.5	8	1	377	2	6	4	2	5	-1	-1	6	8	1	8	-1	1	8	10.5	7.5	10.5	630	450	630	0	2	3	12.2667	10.7667	14.2667	736	646	856	4.76667	5.26667	5.26667	286	316	316	4.76667	6.26667	6.76667	286	376	406	3	1	4	195	195	195	355	325	280	0	0	1	1	0	0	2	1	2
12529	491	216	34	16	16	13	0	0	0	16365	3	21	16368	6	9	4	16344	16344	3	21	0	1	480	300	-3	2	332	512	2696	0	1	2	1	2	3	2	2	99	5	-1	1	1320	-1	1	3.5	10	2	378	1	7	3	8	1	-1	-1	4	7	4	5	-1	1	5	7	11	11	420	660	660	0	3	2	15.5333	21.5333	21.0333	932	1292	1262	5.53333	6.03333	6.03333	332	362	362	5.53333	7.53333	7.03333	332	452	422	2	3	4	304	304	304	1095	1095	780	0	0	1	0	1	0	2	1	2
12577	492	72	51	8	8	7	4	4	4	16386	3	1	16389	6	1	4	16345	16381	5	5	1	1	480	480	0	1	75	75	371	0	1	2	1	2	1	3	1	99	8	-1	2	-1	840	1	3.5	4	2	379	99	9	1	5	1	-1	-1	5	5	1	3	-1	2	4	9	13.5	7.5	540	810	450	0	3	3	10.25	16.75	10.75	615	1005	645	1.25	1.75	1.75	75	105	105	1.25	3.25	3.25	75	195	195	1	1	3	77	77	77	235	235	255	1	0	0	0	0	1	2	1	2
12586	493	206	14	16	16	13	3	3	3	16371	2	1	16378	2	1	8	16345	16345	4	26	0	1	480	480	0	1	118	118	669	0	1	2	1	2	1	2	1	3	3	-1	2	-1	540	1	2	2	1	97	2	5	2	4	5	-1	-1	9	1	3	4	-1	5	6	9	13.5	7.5	540	810	450	0	4	1	10.9667	17.9667	10.4667	658	1078	628	1.96667	2.46667	2.46667	118	148	148	1.96667	4.46667	2.96667	118	268	178	3	3	1	99	99	99	230	240	190	1	0	0	0	1	0	2	1	2
12675	494	184	41	17	18	14	36	36	28	16430	5	1	16438	6	1	9	16345	16345	4	85	0	1	300	300	0	1	151	151	923	0	1	2	1	2	1	3	2	99	6	-1	1	840	-1	2	99	99	99	13	99	99	7	4	9	-1	-1	5	3	4	8	-1	8	5	16.5	10.5	7.5	990	630	450	0	2	4	19.0167	14.5167	12.5167	1141	871	751	2.51667	3.01667	3.01667	151	181	181	2.51667	4.01667	5.01667	151	241	301	3	2	2	149	149	149	285	330	270	1	0	0	0	0	1	2	1	2
12677	495	210	42	9	9	8	37	37	29	16399	2	1	16405	1	1	7	16345	16345	4	54	0	1	300	300	0	1	109	109	582	0	1	2	1	2	1	3	1	4	8	-1	1	1080	-1	1	2	4	2	380	2	6	5	5	5	-1	-1	2	5	6	8	-1	6	5	12	7.5	12	720	450	720	0	1	2	13.8167	10.3167	15.3167	829	619	919	1.81667	2.31667	2.31667	109	139	139	1.81667	2.81667	3.31667	109	169	199	4	1	3	115	115	115	305	275	275	1	0	0	0	0	1	2	1	2
12679	496	183	1	2	2	2	3	3	3	16389	6	1	16402	5	1	14	16345	16345	4	44	0	1	480	480	0	1	152	152	955	0	1	1	1	2	1	2	2	99	8	-1	1	480	-1	1	3.5	14	2	381	2	6	4	1	4	-1	-1	7	4	2	1	-1	2	6	9	12	13.5	540	720	810	0	4	1	11.5333	17.0333	17.0333	692	1022	1022	2.53333	3.03333	3.03333	152	182	182	2.53333	5.03333	3.53333	152	302	212	1	4	4	116	116	116	335	385	405	1	0	0	0	1	0	1	1	2
12694	497	127	71	3	3	3	24	24	19	16360	5	1	-1	-1	6	-1	16345	16345	4	15	0	2	480	300	-3	2	305	485	2370	0	1	2	1	2	1	3	2	99	2	-1	2	-1	555	2	5	9	1	382	1	7	5	3	8	-1	-1	6	4	1	3	-1	8	2	9	9	8	540	540	480	0	4	3	17.0833	19.5833	18.0833	1025	1175	1085	5.08333	5.58333	5.58333	305	335	335	5.08333	7.58333	7.08333	305	455	425	1	3	3	238	238	238	430	405	500	1	0	0	0	0	1	2	1	2
12733	498	192	2	4	4	4	5	5	5	16379	3	30	16383	0	30	5	16345	16345	4	34	0	1	480	480	0	1	58	58	226	0	1	2	1	2	1	3	1	1	4	-1	2	-1	1260	1	3.5	10	1	13	2	7	4	3	7	-1	-1	6	3	6	2	-1	8	2	13.5	9	9	810	540	540	0	2	4	14.4667	11.4667	12.4667	868	688	748	0.966667	1.46667	1.46667	58	88	88	0.966667	2.46667	3.46667	58	148	208	4	4	4	69	69	69	210	185	200	1	0	0	0	0	1	2	1	2
12754	499	119	96	9	9	8	21	21	16	16399	2	2	16403	6	2	5	16345	16345	4	54	0	2	300	480	3	0	263	83	1885	0	1	2	1	2	1	2	2	99	4	-1	1	360	-1	2	3.5	7	2	383	4	3	5	6	3	-1	-1	2	4	8	8	-1	6	4	10.5	15	15	630	900	900	0	4	4	11.8833	18.8833	18.8833	713	1133	1133	4.38333	4.88333	4.88333	263	293	293	4.38333	6.88333	6.88333	263	413	413	1	4	1	224	224	224	320	390	370	1	0	0	0	1	0	2	1	2
12801	500	190	72	3	3	3	0	0	0	16350	2	9	16355	0	0	6	16345	16345	4	5	0	2	480	300	-3	2	312	492	2487	0	1	1	2	0	1	3	1	4	5	-1	2	-1	540	1	3.5	9	1	137	2	6	9	6	7	-1	-1	1	6	2	4	-1	2	1	9	13	11	540	780	660	0	1	2	17.2	22.2	20.7	1032	1332	1242	5.2	5.7	5.7	312	342	342	5.2	6.2	6.7	312	372	402	1	4	4	243	243	243	840	730	770	1	0	0	0	0	1	1	2	0
12811	501	223	66	39	39	31	50	26	20	16372	3	3	16375	6	11	4	16345	16345	4	27	0	1	360	300	-1	2	121	181	730	0	1	1	2	0	1	2	1	4	5	-1	0	-1	-1	5	3.5	10	2	208	2	7	2	10	1	-1	-1	3	2	4	8	-1	8	5	9	10	11	540	600	660	0	4	1	12.0167	15.5167	15.0167	721	931	901	2.01667	2.51667	2.51667	121	151	151	2.01667	4.51667	3.01667	121	271	181	4	1	3	173	173	173	480	455	435	1	0	0	0	1	0	1	2	0
12842	502	147	54	45	45	36	2	2	2	16347	6	1	16349	1	1	3	16345	16345	4	2	0	1	480	480	0	1	75	75	307	0	1	0	1	2	1	3	2	99	5	-1	2	-1	840	2	3.5	14	2	384	7	4	7	8	6	-1	-1	2	8	3	4	-1	5	6	7.5	15	13.5	450	900	810	0	2	4	8.75	17.75	17.25	525	1065	1035	1.25	1.75	1.75	75	105	105	1.25	2.75	3.75	75	165	225	4	4	4	66	66	66	150	160	175	1	0	0	0	0	1	0	1	2
12848	503	44	49	30	30	22	42	43	34	16385	2	1	16390	0	1	6	16345	16345	4	40	0	1	300	300	0	1	147	147	928	0	1	2	1	2	1	2	2	99	1	-1	1	660	-1	2	5	10	1	385	2	7	4	6	1	-1	-1	2	7	5	1	-1	8	7	16.5	7.5	9	990	450	540	0	4	2	18.95	12.45	12.95	1137	747	777	2.45	2.95	2.95	147	177	177	2.45	4.95	3.95	147	297	237	3	4	3	118	118	118	160	180	205	1	0	0	0	1	0	2	1	2
12878	504	238	15	16	16	13	25	26	20	16350	2	1	16372	3	1	23	16345	16345	4	5	0	1	480	300	-3	2	320	500	2567	0	1	1	2	0	1	3	1	4	21	-1	2	-1	1020	1	3.5	9	1	66	1	6	4	6	1	-1	-1	2	3	7	4	-1	6	4	7	12	9	420	720	540	0	2	3	15.3333	21.8333	19.3333	920	1310	1160	5.33333	5.83333	5.83333	320	350	350	5.33333	6.83333	7.33333	320	410	440	4	3	2	338	338	338	1015	965	1015	1	0	0	0	0	1	1	2	0
12893	505	173	59	12	12	10	34	34	26	16360	5	1	16370	1	1	11	16345	16365	3	-5	1	1	360	360	0	1	101	101	547	0	1	2	1	2	1	3	2	99	1	-1	2	-1	720	2	3.5	10	2	386	6	3	6	6	4	-1	-1	7	3	7	7	-1	3	5	12	16.5	10.5	720	990	630	0	1	2	13.6833	19.1833	13.6833	821	1151	821	1.68333	2.18333	2.18333	101	131	131	1.68333	2.68333	3.18333	101	161	191	2	2	2	186	186	186	335	295	325	1	0	0	0	0	1	2	1	2
12900	506	70	72	3	3	3	0	0	0	16352	4	20	16355	0	38	4	16345	16345	4	7	0	2	480	300	-3	2	312	492	2487	0	1	2	1	2	1	2	2	99	7	-1	2	-1	1005	2	5	10	1	387	2	6	2	2	1	-1	-1	6	6	6	7	-1	4	6	9	8	11	540	480	660	0	3	1	17.2	18.2	20.2	1032	1092	1212	5.2	5.7	5.7	312	342	342	5.2	7.2	6.2	312	432	372	4	3	3	243	243	243	350	365	330	1	0	0	0	1	0	2	1	2
12946	507	119	53	39	39	31	14	15	12	16363	1	1	16371	2	1	9	16345	16345	4	18	0	1	360	300	-1	2	155	215	1060	0	1	2	1	2	1	3	2	99	21	-1	0	-1	-1	3	3.5	11	1	388	4	6	5	6	3	-1	-1	2	4	8	8	-1	6	4	9	12	12	540	720	720	0	4	4	12.5833	18.0833	18.0833	755	1085	1085	2.58333	3.08333	3.08333	155	185	185	2.58333	5.08333	5.08333	155	305	305	1	4	1	119	119	119	170	210	200	1	0	0	0	0	1	2	1	2
13074	508	218	29	2	2	2	19	20	15	16369	0	1	16371	2	7	3	16345	16345	4	24	0	1	480	360	-2	2	236	356	1752	0	1	1	2	0	1	3	2	99	21	-1	2	-1	1050	1	5	14	1	389	2	9	6	3	5	-1	-1	3	6	5	4	-1	8	4	11	11	11	660	660	660	0	3	4	16.9333	18.9333	19.4333	1016	1136	1166	3.93333	4.43333	4.43333	236	266	266	3.93333	5.93333	6.43333	236	356	386	4	3	2	182	182	182	520	575	520	1	0	0	0	0	1	1	2	0
13102	509	9	42	9	9	8	37	37	29	16366	4	1	16373	4	1	8	16345	16345	4	21	0	1	300	300	0	1	109	109	582	0	1	2	1	0	1	3	2	99	4	-1	1	660	-1	1	5	99	2	390	2	7	2	3	4	-1	-1	3	5	8	7	-1	6	7	15	9	7.5	900	540	450	0	3	2	16.8167	12.8167	10.8167	1009	769	649	1.81667	2.31667	2.31667	109	139	139	1.81667	3.81667	3.31667	109	229	199	2	3	4	115	115	115	315	380	315	1	0	0	0	0	1	2	1	0
13110	510	235	23	9	9	8	12	12	10	16386	3	9	16389	6	9	4	16345	16345	4	41	0	1	300	360	1	0	134	74	715	0	1	4	1	2	1	2	2	99	2	-1	1	600	-1	1	3.5	5	2	123	2	6	9	7	1	-1	-1	7	2	8	6	-1	8	6	12	9	18	720	540	1080	0	2	1	13.2333	11.7333	20.2333	794	704	1214	2.23333	2.73333	2.73333	134	164	164	2.23333	3.73333	3.23333	134	224	194	1	1	2	151	151	151	220	220	195	1	0	0	0	1	0	4	1	2
13112	511	228	69	24	24	19	21	21	16	16513	4	17	16517	1	22	5	16345	16376	0	137	1	1	300	480	3	0	350	170	2363	0	1	2	1	2	1	3	2	99	4	-1	2	-1	840	2	3.5	8	2	391	2	8	2	1	7	-1	-1	2	6	7	5	-1	2	3	10.5	13.5	10.5	630	810	630	0	3	2	13.3333	18.3333	14.8333	800	1100	890	5.83333	6.33333	6.33333	350	380	380	5.83333	7.83333	7.33333	350	470	440	4	4	1	228	228	228	415	415	550	1	0	0	0	0	1	2	1	2
13121	512	212	81	14	15	12	3	3	3	16376	0	1	16383	0	1	8	16345	16345	4	31	0	2	300	480	3	0	348	168	2542	0	1	4	1	1	1	3	2	99	3	-1	2	-1	720	1	3.5	2	1	392	3	7	6	4	2	-1	-1	6	2	6	6	-1	2	7	13.5	12	10.5	810	720	630	0	4	3	16.3	17.3	15.3	978	1038	918	5.8	6.3	6.3	348	378	378	5.8	8.3	7.8	348	498	468	4	2	4	135	135	135	235	185	225	1	0	0	0	0	1	4	1	1
13135	513	35	34	16	16	13	0	0	0	16375	6	24	16382	6	24	8	16345	16345	4	30	0	1	480	300	-3	2	332	512	2696	0	1	1	2	0	1	3	2	99	2	-1	2	-1	480	-1	-1	-1	-1	9	-1	-1	5	1	6	-1	-1	7	6	7	2	-1	5	7	10	10	9	600	600	540	0	4	3	18.5333	21.0333	19.5333	1112	1262	1172	5.53333	6.03333	6.03333	332	362	362	5.53333	8.03333	7.53333	332	482	452	2	1	1	304	304	304	725	760	685	1	0	0	0	0	1	1	2	0
13185	514	83	88	0	0	0	16	16	13	16355	0	3	16359	4	1	5	16345	16345	4	10	0	2	300	480	3	0	381	201	2696	0	1	1	2	0	1	2	2	99	21	-1	2	-1	1020	1	3.5	10	1	393	6	7	7	1	4	-1	-1	3	3	2	2	-1	3	6	9	12	12	540	720	720	0	3	2	12.35	17.35	16.85	741	1041	1011	6.35	6.85	6.85	381	411	411	6.35	8.35	7.85	381	501	471	3	2	3	307	307	307	655	730	730	1	0	0	0	1	0	1	2	0
13253	515	41	34	16	16	13	0	0	0	16361	6	1	-1	-1	6	-1	16345	16386	3	-25	1	1	480	300	-3	2	332	512	2696	0	1	2	1	2	2	3	1	4	6	-1	2	-1	720	1	6	14	2	394	1	6	9	7	10	-1	-1	4	8	1	7	-1	3	4	12	9	11	720	540	660	0	2	1	20.5333	19.0333	20.5333	1232	1142	1232	5.53333	6.03333	6.03333	332	362	362	5.53333	7.03333	6.53333	332	422	392	4	4	1	304	304	304	550	550	610	0	1	0	0	0	1	2	1	2
13266	516	206	33	22	22	17	33	33	25	16348	0	1	16355	0	1	8	16345	16345	4	3	0	1	420	420	0	1	82	82	389	0	1	2	1	2	3	2	2	99	10	-1	2	-1	495	1	2	6	1	395	2	6	2	4	5	-1	-1	9	1	3	4	-1	5	6	9	13.5	7.5	540	810	450	0	4	1	10.3667	17.3667	9.86667	622	1042	592	1.36667	1.86667	1.86667	82	112	112	1.36667	3.86667	2.36667	82	232	142	3	3	1	139	139	139	320	335	265	0	0	1	0	1	0	2	1	2
13279	517	10	34	16	16	13	0	0	0	16351	3	1	16354	6	1	4	16345	16361	6	-10	1	1	480	300	-3	2	332	512	2696	0	1	2	1	2	2	3	2	99	8	-1	2	-1	1080	1	3.5	13	99	156	2	8	3	5	7	-1	-1	3	3	7	8	-1	1	6	13	10	11	780	600	660	0	1	4	21.5333	19.5333	22.0333	1292	1172	1322	5.53333	6.03333	6.03333	332	362	362	5.53333	6.53333	8.03333	332	392	482	1	3	3	304	304	304	550	520	520	0	1	0	0	0	1	2	1	2
13308	518	112	56	3	3	3	36	36	28	16451	5	1	16459	6	1	9	16345	16345	4	106	0	1	480	300	-3	2	330	510	2719	0	1	2	1	2	3	2	2	99	6	-1	2	-1	1020	1	3.5	5	2	396	1	7	1	6	2	-1	-1	3	8	4	1	-1	5	2	8	10	8	480	600	480	0	4	4	16.5	21	19	990	1260	1140	5.5	6	6	330	360	360	5.5	8	8	330	480	480	2	2	3	211	211	211	665	700	635	0	0	1	0	1	0	2	1	2
13337	519	227	28	4	4	4	3	3	3	16352	4	8	16355	0	11	4	16345	16345	4	7	0	1	480	480	0	1	152	152	979	0	1	2	1	2	1	2	1	4	6	-1	1	1110	-1	1	6	11	1	377	3	6	4	7	7	-1	-1	3	8	6	2	-1	2	4	16.5	16.5	16.5	990	990	990	0	3	1	19.0333	21.0333	20.0333	1142	1262	1202	2.53333	3.03333	3.03333	152	182	182	2.53333	4.53333	3.53333	152	272	212	3	1	1	133	133	133	440	380	360	1	0	0	0	1	0	2	1	2
13383	520	113	35	3	3	3	14	15	12	16427	2	1	16434	2	1	8	16345	16385	2	42	1	1	480	300	-3	2	320	500	2542	0	1	2	1	2	1	3	2	99	4	-1	0	-1	-1	2	7	5	1	397	2	9	8	2	4	-1	-1	7	8	6	6	-1	8	8	8	10	6	480	600	360	0	3	3	16.3333	20.3333	16.3333	980	1220	980	5.33333	5.83333	5.83333	320	350	350	5.33333	7.33333	7.33333	320	440	440	4	4	4	133	133	133	350	385	350	1	0	0	0	0	1	2	1	2
13402	521	6	30	0	0	0	3	3	3	16371	2	1	16372	3	1	2	16345	16345	4	26	0	1	300	480	3	0	370	190	2487	0	1	2	1	2	1	3	2	99	0	-1	2	-1	870	1	5	1	2	398	2	6	1	4	2	-1	-1	6	7	6	4	-1	3	7	10	12	14	600	720	840	0	3	4	13.1667	17.1667	19.6667	790	1030	1180	6.16667	6.66667	6.66667	370	400	400	6.16667	8.16667	8.66667	370	490	520	2	4	3	237	237	237	475	550	430	1	0	0	0	0	1	2	1	2
13477	522	226	51	8	8	7	4	4	4	16399	2	2	16402	5	2	4	16345	16345	4	54	0	1	480	480	0	1	75	75	371	0	1	2	1	2	1	2	2	99	10	-1	0	-1	-1	2	3.5	12	1	399	2	8	6	7	5	-1	-1	6	4	5	4	-1	2	2	16.5	10.5	10.5	990	630	630	0	2	1	17.75	13.25	12.75	1065	795	765	1.25	1.75	1.75	75	105	105	1.25	2.75	2.25	75	165	135	3	2	3	77	77	77	165	185	215	1	0	0	0	1	0	2	1	2
13482	523	185	63	21	21	16	40	40	32	16360	5	1	16362	0	1	3	16345	16364	2	-4	1	1	480	360	-2	2	210	330	1606	0	1	1	2	0	1	2	2	99	12	-1	0	-1	-1	1	3.5	6	2	333	1	6	4	6	11	-1	-1	9	6	4	5	-1	3	1	10	9	13	600	540	780	0	4	2	15.5	17	20	930	1020	1200	3.5	4	4	210	240	240	3.5	6	5	210	360	300	2	1	4	129	129	129	250	275	250	1	0	0	0	1	0	1	2	0
